year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,42998.05,5829.51,44876.29,70599.14
2018,43090.92,5802.21,44876.29,71680.15
2019,43276.65,5774.7,44876.29,72761.17
2020,43462.39,5725.5,44876.29,73842.18
2021,43648.13,5697.42,44876.29,74923.19
2022,43740.99,5670.15,44876.29,76004.21
2023,43833.86,5643.75,44876.29,76004.21
2024,44019.6,5613.56,44876.29,77085.22
2025,44112.47,5583.25,44876.29,78166.23
2026,44298.2,5552.32,44876.29,79247.24
2027,44391.07,5519.4,44876.29,80328.26
2028,44669.68,5474.21,44876.29,81409.27
2029,44762.55,5440.22,44876.29,83571.3
2030,44948.28,5405.65,44876.29,84652.31
2031,45134.02,5371.01,44876.29,85733.32
2032,45226.89,5335.98,44876.29,86814.33
2033,45412.62,5300.27,44876.29,87895.35
2034,45598.36,5258.23,44876.29,88976.36
2035,45784.1,5222.13,44876.29,90057.37
2036,45969.83,5185.98,44876.29,91138.39
2037,46155.57,5151.31,44876.29,92219.4
2038,46248.44,5115.23,44876.29,93300.41
2039,46527.04,5069.95,44876.29,94381.43
2040,46619.91,5032.19,44876.29,96543.45
