year,Base case cost,Modeled non-residential energy efficiency
2017,513725.883165,525285.136896
2018,535560.725323,545434.774932
2019,564481.086694,572700.465829
2020,578055.577478,584675.01384
2021,587498.636985,592559.739349
2022,594580.617718,598122.283969
2023,599302.546977,601362.557452
2024,602845.420728,603459.300711
2025,607567.121698,606767.804755
2026,613468.563044,611287.953263
2027,618190.834737,614662.110486
2028,622321.467002,617477.110639
2029,627633.665955,621502.840219
2030,630586.155868,623201.131559
2031,636487.825503,627875.213764
