year,Base case cost,Modeled water and wastewater efficiency
2017,76454.7194537,62047.334348
2018,79030.5212832,63533.7454065
2019,82442.8483803,65568.8769805
2020,84046.6439779,66431.9047699
2021,85155.9629131,66977.1186103
2022,85974.5265519,67336.7004712
2023,86500.6235816,67509.361772
2024,86895.3242926,67600.8838245
2025,87437.8120921,67792.8385136
2026,88132.0448822,68087.9002295
2027,88680.2019968,68291.2605622
2028,89153.0782502,68448.9554453
2029,89824.6417658,68742.2859708
2030,90202.0844817,68846.90381
2031,90912.409579,69170.6911655
