year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,3488.13,6934.86,58775.85,23018.77
2018,3488.13,6934.15,58775.85,23018.77
2019,3488.13,6933.37,58775.85,23018.77
2020,3488.13,6933.19,58775.85,23018.77
2021,3488.13,6932.56,58775.85,23018.77
2022,3488.13,6931.04,58775.85,23018.77
2023,3488.13,6928.51,58775.85,23018.77
2024,3488.13,6926.63,58775.85,22062.74
2025,3488.13,6925.42,58775.85,22062.74
2026,3488.13,6925.18,58775.85,22062.74
2027,3488.13,6924.43,58775.85,22062.74
2028,3488.13,6923.26,58775.85,22062.74
2029,3488.13,6926.6,58775.85,22062.74
2030,3488.13,6928.76,58775.85,23018.77
2031,3488.13,6929.69,58775.85,23018.77
2032,3488.13,,,22062.74
2033,3488.13,,,22062.74
2034,3488.13,,,22062.74
2035,3488.13,,,21106.71
2036,3488.13,,,21106.71
