year,Base case cost,Modeled residential energy efficiency
2017,331426.766933,331426.766933
2018,340030.991232,340030.991232
2019,351425.774763,351425.774763
2020,356774.346625,356774.346625
2021,360495.092268,360495.092268
2022,363285.6515,363285.6515
2023,365146.024321,365146.024321
2024,355978.224947,355978.224947
2025,357761.758988,357761.758988
2026,359991.176539,359991.176539
2027,361774.71058,361774.71058
2028,363335.302866,363335.302866
2029,365341.778662,365341.778662
2030,377470.994263,377470.994263
2031,379796.46029,379796.46029
2032,370915.32254,370915.32254
2033,373144.740091,373144.740091
2034,375374.157642,375374.157642
2035,365468.815267,365468.815267
2036,367602.184342,367602.184342
