year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,33671.89,285383.39,126160.5,42782.83,228342.49,205266.27
2018,36234.07,307130.46,134677.45,42796.45,228430.27,205353.54
2019,39627.33,335930.62,145956.65,42815.51,228550.46,205469.13
2020,41220.96,349449.07,151250.96,42825.69,228606.51,205523.38
2021,42326.44,358853.21,154933.97,42829.52,228645.43,205561.12
2022,43148.88,365906.31,157696.22,42825.64,228674.31,205589.43
2023,43687.37,370608.38,159537.72,42813.26,228694.17,205608.3
2024,44091.16,374134.93,154235.44,42804.16,228710.49,201742.79
2025,44637.5,378836.99,156000.46,42800.31,228730.13,201761.3
2026,45328.42,384714.58,158206.73,42803.63,228753.98,201784.44
2027,45877.47,389416.65,159971.75,42802.74,228774.19,201802.96
2028,46354.39,393530.96,161516.14,42798.69,228790.51,201819.16
2029,47000.09,398820.78,163501.79,42824.55,228812.88,201839.99
2030,47361.19,401759.58,171737.67,42840.9,228826.58,205733.32
2031,48060.56,407637.16,174039.55,42851.84,228850.66,205756.91
2032,,,169017.47,,,201897.85
2033,,,171223.75,,,201920.99
2034,,,173430.02,,,201944.14
2035,,,167392.33,,,198076.48
2036,,,169503.0,,,198099.18
