year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,58775.8514356,43494.1300623
2018,58775.8514356,43494.1300623
2019,58775.8514356,43494.1300623
2020,58775.8514356,43494.1300623
2021,58775.8514356,43494.1300623
2022,58775.8514356,43494.1300623
2023,58775.8514356,43494.1300623
2024,58775.8514356,43494.1300623
2025,58775.8514356,43494.1300623
2026,58775.8514356,43494.1300623
2027,58775.8514356,43494.1300623
2028,58775.8514356,43494.1300623
2029,58775.8514356,43494.1300623
2030,58775.8514356,43494.1300623
2031,58775.8514356,43494.1300623
