year,Base case diesel consumed,Modeled residential ashp
2017,12136.541145,-33511.802243
2018,11864.6769081,-33783.6664799
2019,11864.6769081,-33783.6664799
2020,11592.8126712,-34055.5307168
2021,11320.9484343,-34327.3949537
2022,11320.9484343,-34327.3949537
2023,11049.0841974,-34599.2591906
2024,10777.2199605,-34871.1234275
2025,10777.2199605,-34871.1234275
2026,10505.3557235,-35142.9876644
2027,10233.4914866,-35414.8519013
2028,10233.4914866,-35414.8519013
2029,9961.62724973,-35686.7161382
2030,9689.76301283,-35958.5803752
2031,9689.76301283,-35958.5803752
