year,Base case cost,Modeled non-residential energy efficiency
2017,267257.100253,278512.037312
2018,283916.797981,292977.547345
2019,307624.829362,313983.03302
2020,319158.46625,323751.798394
2021,326847.557509,329986.349967
2022,333255.133558,335056.352295
2023,337099.679187,337776.245638
2024,340303.467212,339923.177964
2025,344788.770446,343274.308393
2026,349914.831285,347236.649526
2027,353759.376915,350032.145777
2028,357603.922544,352845.448384
2029,362089.225778,356268.679417
2030,365293.013803,358523.81329
2031,370419.074642,362573.148632
