year,Base case diesel consumed,Modeled non-residential ashp
2017,6283.17631384,-7375.90264295
2018,6283.17631384,-7375.90264295
2019,6283.17631384,-7375.90264295
2020,6283.17631384,-7375.90264295
2021,6283.17631384,-7375.90264295
2022,6283.17631384,-7375.90264295
2023,6283.17631384,-7375.90264295
2024,6283.17631384,-7375.90264295
2025,6283.17631384,-7375.90264295
2026,6283.17631384,-7375.90264295
2027,6283.17631384,-7375.90264295
2028,6283.17631384,-7375.90264295
2029,6283.17631384,-7375.90264295
2030,6283.17631384,-7375.90264295
2031,6283.17631384,-7375.90264295
