year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,45530.2631438,33692.3947264
2018,45530.2631438,33692.3947264
2019,45530.2631438,33692.3947264
2020,45530.2631438,33692.3947264
2021,45530.2631438,33692.3947264
2022,45530.2631438,33692.3947264
2023,45530.2631438,33692.3947264
2024,45530.2631438,33692.3947264
2025,45530.2631438,33692.3947264
2026,45530.2631438,33692.3947264
2027,45530.2631438,33692.3947264
2028,45530.2631438,33692.3947264
2029,45530.2631438,33692.3947264
2030,45530.2631438,33692.3947264
2031,45530.2631438,33692.3947264
