year,Base case cost,Modeled residential energy efficiency
2017,435201.082072,415899.428034
2018,444172.445612,420103.048437
2019,470271.671067,440039.327584
2020,472343.345939,438446.217715
2021,469810.384235,433058.429392
2022,476553.954164,437237.183887
2023,469540.465798,428207.787423
2024,461697.483045,418507.694942
2025,466200.789643,420922.597733
2026,459977.520643,412508.771589
2027,452281.427743,402908.733053
2028,455955.239954,404704.969561
2029,448576.688039,395344.789643
2030,439818.39466,384889.625236
2031,444468.59111,387478.096703
