year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,43542.68,0.0,45530.26,45648.34
2018,43630.82,0.0,45530.26,44625.8
2019,43718.96,0.0,45530.26,44625.8
2020,43718.96,0.0,45530.26,43603.25
2021,43807.09,0.0,45530.26,42580.71
2022,43895.23,0.0,45530.26,42580.71
2023,43983.37,0.0,45530.26,41558.17
2024,44071.51,0.0,45530.26,40535.62
2025,44159.65,0.0,45530.26,40535.62
2026,44247.79,0.0,45530.26,39513.08
2027,44247.79,0.0,45530.26,38490.53
2028,44335.92,0.0,45530.26,38490.53
2029,44424.06,0.0,45530.26,37467.99
2030,44512.2,0.0,45530.26,36445.44
2031,44600.34,0.0,45530.26,36445.44
