year,Base case diesel consumed,Modeled residential energy efficiency
2017,45648.3433423,32667.9107832
2018,44625.7989551,31645.3663959
2019,44625.7989551,31645.3663959
2020,43603.2545678,30622.8220086
2021,42580.7101805,29600.2776213
2022,42580.7101805,29600.2776213
2023,41558.1657932,28577.733234
2024,40535.6214059,27555.1888468
2025,40535.6214059,27555.1888468
2026,39513.0770187,26532.6444595
2027,38490.5326314,25510.1000722
2028,38490.5326314,25510.1000722
2029,37467.9882441,24487.5556849
2030,36445.4438568,23465.0112976
2031,36445.4438568,23465.0112976
