year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,29833.33,5190.25,44536.34,28703.67
2018,29916.67,5194.15,44536.34,29672.66
2019,30083.33,5198.17,44536.34,30641.65
2020,30250.0,5202.26,44536.34,31610.64
2021,30333.33,5206.42,44536.34,32579.63
2022,30500.0,5210.64,44536.34,33548.62
2023,30666.67,5214.94,44536.34,33548.62
2024,30750.0,5219.28,44536.34,34517.61
2025,30916.67,5223.64,44536.34,35486.6
2026,31083.33,5227.99,44536.34,36455.58
2027,31166.67,5232.34,44536.34,37424.57
2028,31333.33,5236.7,44536.34,38393.56
2029,31500.0,5241.15,44536.34,39362.55
2030,31666.67,5245.62,44536.34,40331.54
2031,31750.0,5250.12,44536.34,41300.53
