year,Base case cost,Modeled non-residential energy efficiency
2017,358953.213795,376591.522562
2018,381041.665933,395400.750457
2019,411831.629519,422153.930162
2020,425887.917243,433717.270772
2021,435928.12276,441656.629505
2022,443290.94014,447188.866752
2023,447976.369381,450313.327715
2024,452661.798622,453464.434647
2025,457347.227864,456641.563101
2026,463371.351174,461061.634172
2027,468726.12745,464897.755811
2028,473411.556691,468149.346351
2029,478766.332967,472033.368863
2030,482113.068139,474114.206662
2031,488806.538484,479261.441919
