year,Base case diesel consumed,Modeled non-residential ashp
2017,6146.01528141,-7214.8874909
2018,6146.01528141,-7214.8874909
2019,6146.01528141,-7214.8874909
2020,6146.01528141,-7214.8874909
2021,6146.01528141,-7214.8874909
2022,6146.01528141,-7214.8874909
2023,6146.01528141,-7214.8874909
2024,6146.01528141,-7214.8874909
2025,6146.01528141,-7214.8874909
2026,6146.01528141,-7214.8874909
2027,6146.01528141,-7214.8874909
2028,6146.01528141,-7214.8874909
2029,6146.01528141,-7214.8874909
2030,6146.01528141,-7214.8874909
2031,6146.01528141,-7214.8874909
