year,Base case cost,Modeled water and wastewater efficiency
2017,73560.9282064,40107.9413444
2018,75350.2543399,41173.7723609
2019,77820.1357065,42683.295026
2020,78994.696675,43352.9910007
2021,79859.8784267,43823.3573543
2022,80519.3054298,44161.646616
2023,80972.5017711,44367.5055944
2024,81427.259038,44575.958873
2025,81883.0086841,44786.6902915
2026,82443.7647418,45067.3199125
2027,82952.9249017,45316.0574929
2028,83410.6715358,45532.933288
2029,83923.2348114,45786.6751137
2030,84279.6373472,45940.3970889
2031,84899.681874,46266.7507477
