year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,44536.3426189,32848.733538
2018,44536.3426189,32848.733538
2019,44536.3426189,32848.733538
2020,44536.3426189,32848.733538
2021,44536.3426189,32848.733538
2022,44536.3426189,32848.733538
2023,44536.3426189,32848.733538
2024,44536.3426189,32848.733538
2025,44536.3426189,32848.733538
2026,44536.3426189,32848.733538
2027,44536.3426189,32848.733538
2028,44536.3426189,32848.733538
2029,44536.3426189,32848.733538
2030,44536.3426189,32848.733538
2031,44536.3426189,32848.733538
