year,Base case diesel consumed,Modeled residential ashp
2017,5053.51941762,-23650.1516276
2018,5224.11799724,-23479.553048
2019,5394.71657686,-23308.9544684
2020,5565.31515649,-23138.3558887
2021,5735.91373611,-22967.7573091
2022,5906.51231573,-22797.1587295
2023,5906.51231573,-22797.1587295
2024,6077.11089536,-22626.5601499
2025,6247.70947498,-22455.9615702
2026,6418.30805461,-22285.3629906
2027,6588.90663423,-22114.764411
2028,6759.50521385,-21944.1658314
2029,6930.10379348,-21773.5672517
2030,7100.7023731,-21602.9686721
2031,7271.30095272,-21432.3700925
