year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,144932.62,9566.02,53398.51,30552.65
2018,144860.72,9565.66,53398.51,30552.65
2019,144932.62,9566.06,53398.51,30552.65
2020,145004.51,9566.5,53398.51,30552.65
2021,145004.51,9566.59,53398.51,30552.65
2022,145220.18,9567.4,53398.51,31789.76
2023,145363.96,9568.46,53398.51,31789.76
2024,145651.53,9569.8,53398.51,31789.76
2025,145795.31,9570.69,53398.51,31789.76
2026,145795.31,9570.58,53398.51,31789.76
2027,145651.53,9569.83,53398.51,31789.76
2028,145579.64,9569.47,53398.51,31789.76
2029,145651.53,9569.91,53398.51,31789.76
2030,145579.64,9569.4,53398.51,31789.76
2031,145435.85,9568.54,53398.51,31789.76
2032,145435.85,9568.72,53398.51,31789.76
2033,145292.07,9567.99,53398.51,31789.76
2034,145292.07,9567.76,53398.51,31789.76
2035,145220.18,9567.59,53398.51,31789.76
2036,145292.07,9567.82,53398.51,31789.76
2037,145292.07,9567.75,53398.51,31789.76
2038,145148.29,9567.1,53398.51,31789.76
2039,145004.51,9566.57,53398.51,30552.65
2040,144860.72,9565.83,53398.51,30552.65
