year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,53398.5100252,39514.8974186
2018,53398.5100252,39514.8974186
2019,53398.5100252,39514.8974186
2020,53398.5100252,39514.8974186
2021,53398.5100252,39514.8974186
2022,53398.5100252,39514.8974186
2023,53398.5100252,39514.8974186
2024,53398.5100252,39514.8974186
2025,53398.5100252,39514.8974186
2026,53398.5100252,39514.8974186
2027,53398.5100252,39514.8974186
2028,53398.5100252,39514.8974186
2029,53398.5100252,39514.8974186
2030,53398.5100252,39514.8974186
2031,53398.5100252,39514.8974186
