year,Base case cost,Modeled non-residential energy efficiency
2017,255169.92273,343626.144476
2018,284947.346646,369059.456308
2019,327752.393525,406702.489814
2020,348224.372467,423562.702763
2021,362182.539927,434398.079485
2022,372418.529398,441811.962032
2023,379862.885377,446671.339636
2024,386376.696859,450711.420521
2025,393821.052838,455667.440409
2026,402195.953314,461538.280196
2027,409640.309293,466586.465351
2028,416154.120775,470810.928612
2029,424529.021251,476815.200245
2030,430112.288235,480257.308255
2031,439417.733209,487213.594551
