year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2003,,1.51,
2004,,1.71,3.04
2005,,2.11,2.3
2008,,3.95,3.63
2009,,3.2,4.22
2010,,3.35,2.88
2011,,3.31,3.56
2012,,3.79,4.05
2013,,4.04,3.92
2014,,4.03,4.0
2016,start of forecast,1.89,2.61
2017,,2.32,3.04
2018,,2.64,3.36
2019,,3.1,3.82
2020,,3.32,4.04
2021,,3.47,4.19
2022,,3.58,4.3
2023,,3.66,4.38
2024,,3.73,4.45
2025,,3.81,4.53
2026,,3.9,4.62
2027,,3.98,4.7
2028,,4.05,4.77
2029,,4.14,4.86
2030,,4.2,4.92
2031,,4.3,5.02
2032,,4.4,5.12
2033,,4.5,5.22
2034,,4.61,5.33
2035,,4.68,5.4
2036,,4.79,5.51
2037,,4.85,5.57
2038,,4.96,5.68
2039,,5.05,5.77
2040,,5.17,5.89
