year,Base case cost,Modeled diesel efficiency
2019,34717.9033033,191255.779956
2020,37660.4443438,190187.987976
2021,39612.1291393,188307.140152
2022,41384.0226455,186348.512265
2023,42572.6614203,183943.311566
2024,43924.6977993,181768.352135
2025,45141.452393,179550.192473
2026,46770.1022904,177784.396377
2027,48303.3400754,176007.949184
2028,49736.8402372,174215.135311
2029,51439.0238147,172739.141508
2030,52790.0883957,171014.810346
2031,54976.9800386,170119.522844
2032,56889.9226777,169042.769818
2033,59156.115348,168353.148283
2034,61599.1839137,167888.771399
2035,63209.3090911,166730.111089
2036,65730.9577658,166461.571246
2037,67253.6009335,165344.866801
2038,69851.6669618,165264.434948
