year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,11055.14,8191.89,69072.27,12351.67
2018,11127.23,8171.45,69072.27,12351.67
2019,11199.32,8149.06,69072.27,11738.46
2020,11343.51,8123.8,69072.27,11738.46
2021,11415.6,8095.7,69072.27,11738.46
2022,11559.78,8065.75,69072.27,11125.25
2023,11631.87,8033.85,69072.27,11125.25
2024,11776.06,8001.12,69072.27,10512.04
2025,11848.15,7966.07,69072.27,10512.04
2026,11992.33,7928.42,69072.27,9898.83
2027,12136.52,7887.58,69072.27,9898.83
2028,12280.7,7844.23,69072.27,9285.62
2029,12424.88,7803.63,69072.27,8672.41
2030,12569.07,7759.65,69072.27,8672.41
2031,12785.34,7712.62,69072.27,8059.2
2032,12929.53,,,7445.99
2033,13145.8,,,7445.99
2034,13362.08,,,6832.79
2035,13506.26,,,6219.58
2036,13722.54,,,5606.37
