year,Base case diesel consumed,Modeled diesel efficiency
2019,11199.3236462,10181.2033147
2020,11343.5073325,10312.2793932
2021,11415.5991756,10377.8174324
2022,11559.7828619,10508.8935108
2023,11631.874705,10574.43155
2024,11776.0583912,10705.5076284
2025,11848.1502344,10771.0456676
2026,11992.3339206,10902.121746
2027,12136.5176069,11033.1978244
2028,12280.7012931,11164.2739029
2029,12424.8849794,11295.3499813
2030,12569.0686656,11426.4260597
2031,12785.344195,11623.0401773
2032,12929.5278813,11754.1162557
2033,13145.8034107,11950.7303733
2034,13362.0789401,12147.344491
2035,13506.2626263,12278.4205694
2036,13722.5381557,12475.034687
2037,13866.7218419,12606.1107654
2038,14082.9973713,12802.724883
