year,Base case diesel consumed,Modeled non-residential ashp
2017,69072.2746299,48350.5922409
2018,69072.2746299,48350.5922409
2019,69072.2746299,48350.5922409
2020,69072.2746299,48350.5922409
2021,69072.2746299,48350.5922409
2022,69072.2746299,48350.5922409
2023,69072.2746299,48350.5922409
2024,69072.2746299,48350.5922409
2025,69072.2746299,48350.5922409
2026,69072.2746299,48350.5922409
2027,69072.2746299,48350.5922409
2028,69072.2746299,48350.5922409
2029,69072.2746299,48350.5922409
2030,69072.2746299,48350.5922409
2031,69072.2746299,48350.5922409
