year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,24898.98,209942.86,37828.63,11907.1,45227.06,31576.35
2018,27451.7,232045.99,41781.16,13891.79,52901.36,36934.34
2019,31125.08,263819.23,45106.59,16741.42,63933.16,43491.93
2020,32815.8,279015.13,47689.05,18065.19,69209.24,47081.1
2021,33916.68,289375.98,49449.82,18936.57,72806.56,49528.26
2022,34678.44,296973.93,48090.37,19548.01,75444.6,49972.24
2023,35183.99,302499.71,48980.39,19963.54,77363.18,51243.05
2024,35600.7,307334.77,47016.5,20311.21,79041.93,50940.0
2025,36082.05,312860.55,47857.46,20710.42,80960.5,52176.46
2026,36625.07,319077.05,45956.64,21159.11,83118.9,52079.49
2027,37067.43,324602.84,46748.55,21532.71,85037.47,53281.61
2028,37412.8,329437.89,44502.58,21833.53,86716.23,52781.07
2029,37921.47,335654.4,42344.21,22257.69,88874.62,52503.78
2030,38173.33,339798.74,42864.55,22486.75,90313.55,53353.85
2031,38713.23,346705.96,40639.61,22939.74,92711.77,53110.91
2032,,,38292.02,,,52782.11
2033,,,39036.62,,,54113.02
2034,,,36573.39,,,53784.21
2035,,,33726.48,,,52862.94
2036,,,31017.97,,,52362.4
