year,Base case cost,Modeled diesel efficiency
2019,270208.225757,436035.338697
2020,282281.359248,447010.914598
2021,290905.026027,454850.61167
2022,296654.137214,460077.076385
2023,301253.426163,464258.248157
2024,304702.892875,467394.126986
2025,308727.270705,471052.652286
2026,313901.470773,475756.47053
2027,317925.848603,479414.99583
2028,321375.315315,482550.874659
2029,325974.604264,486732.046431
2030,328849.159857,489345.278788
2031,333448.448806,493526.45056
2032,338622.648874,498230.268803
2033,343796.848942,502934.087047
2034,348971.049009,507637.90529
2035,352420.515721,510773.784119
2036,357594.715789,515477.602362
2037,361044.182501,518613.481191
2038,366218.382568,523317.299435
