year,Base case cost,Modeled diesel efficiency
2019,299102.991577,496664.891326
2020,320346.042868,515976.756135
2021,335855.85484,530076.585201
2022,348970.769375,541999.234779
2023,358720.682688,550862.792336
2024,368595.006258,559839.450126
2025,378593.740083,568929.20815
2026,390550.454374,579798.948414
2027,401420.059995,589680.40807
2028,410553.846324,597983.850187
2029,421999.589918,608389.071636
2030,430399.503841,616025.35702
2031,442713.897619,627220.260455
2032,456141.31887,639427.007047
2033,468400.912892,650572.092522
2034,481775.015462,662730.367585
2035,491710.803622,671762.902276
2036,505358.904971,684170.267139
2037,515138.439774,693060.753323
2038,529053.134529,705710.475828
