year,Base case diesel consumed,Modeled non-residential ashp
2017,69452.4011508,38357.3689352
2018,70760.6601866,39665.627971
2019,72068.9192224,40973.8870068
2020,74685.437294,43590.4050784
2021,75993.6963298,44898.6641143
2022,77301.9553657,46206.9231501
2023,79918.4734373,48823.4412217
2024,81226.7324731,50131.7002575
2025,82534.9915089,51439.9592933
2026,83843.2505447,52748.2183291
2027,86459.7686163,55364.7364007
2028,87768.0276521,56672.9954365
2029,89076.2866879,57981.2544723
2030,90384.5457237,59289.5135081
2031,91692.8047595,60597.7725439
