year,Base case cost,Modeled non-residential energy efficiency
2017,922028.803652,955729.695885
2018,974748.306952,1003664.84201
2019,1045040.97802,1067578.37018
2020,1078589.75285,1098082.55408
2021,1100955.60273,1118418.67668
2022,1118528.7705,1134397.05872
2023,1129711.69544,1144565.12002
2024,1140894.62038,1154733.18132
2025,1152077.54533,1164901.24262
2026,1166455.59168,1177974.46429
2027,1179236.07733,1189595.10578
2028,1188821.44157,1198310.58689
2029,1201601.92722,1209931.22837
2030,1209589.73075,1217194.1293
2031,1223967.7771,1230267.35097
