year,Base case diesel consumed,Modeled residential ashp
2017,69452.4011508,15013.4365117
2018,70760.6601866,16321.6955475
2019,72068.9192224,17629.9545833
2020,74685.437294,20246.4726549
2021,75993.6963298,21554.7316907
2022,77301.9553657,22862.9907265
2023,79918.4734373,25479.5087981
2024,81226.7324731,26787.7678339
2025,82534.9915089,28096.0268697
2026,83843.2505447,29404.2859055
2027,86459.7686163,32020.8039771
2028,87768.0276521,33329.0630129
2029,89076.2866879,34637.3220487
2030,90384.5457237,35945.5810845
2031,91692.8047595,37253.8401204
