year,annotation,Average Load
2003,,75.0
2004,,71.0
2005,,74.0
2006,,76.0
2007,,77.0
2008,,78.0
2009,,78.0
2010,,81.0
2011,,78.0
2012,,82.0
2013,,77.0
2014,start of forecast,80.0
2015,,80.0
2016,,80.0
2017,,80.0
2018,,80.0
2019,,80.0
2020,,80.0
2021,,80.0
2022,,80.0
2023,,80.0
2024,,80.0
2025,,80.0
2026,,80.0
2027,,80.0
2028,,80.0
2029,,80.0
2030,,81.0
2031,,81.0
2032,,81.0
2033,,81.0
2034,,81.0
2035,,81.0
2036,,81.0
2037,,81.0
2038,,81.0
2039,,81.0
2040,,81.0
