year,Base case diesel consumed,Modeled non-residential ashp
2017,63047.1453096,44133.0016978
2018,63047.1453096,44133.0016978
2019,63047.1453096,44133.0016978
2020,63047.1453096,44133.0016978
2021,63047.1453096,44133.0016978
2022,63047.1453096,44133.0016978
2023,63047.1453096,44133.0016978
2024,63047.1453096,44133.0016978
2025,63047.1453096,44133.0016978
2026,63047.1453096,44133.0016978
2027,63047.1453096,44133.0016978
2028,63047.1453096,44133.0016978
2029,63047.1453096,44133.0016978
2030,63047.1453096,44133.0016978
2031,63047.1453096,44133.0016978
