year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,63047.0,46617.8404457
2018,63047.0,46617.8404457
2019,63047.0,46617.8404457
2020,63047.0,46617.8404457
2021,63047.0,46617.8404457
2022,63047.0,46617.8404457
2023,63047.0,46617.8404457
2024,63047.0,46617.8404457
2025,63047.0,46617.8404457
2026,63047.0,46617.8404457
2027,63047.0,46617.8404457
2028,63047.0,46617.8404457
2029,63047.0,46617.8404457
2030,63047.0,46617.8404457
2031,63047.0,46617.8404457
2032,,
2033,,
2034,,
2035,,
2036,,
