year,Base case cost,Modeled residential energy efficiency
2017,359860.881248,362805.99471
2018,377369.683985,379383.810289
2019,401687.465565,402408.554148
2020,412873.645091,412999.936324
2021,428907.692567,428620.211729
2022,434860.138892,434262.329001
2023,438828.436442,438023.740516
2024,442300.696799,441314.975592
2025,446765.031543,445546.563546
2026,451725.40348,450248.32794
2027,455693.701031,454009.739455
2028,468008.894051,466143.907195
2029,472560.362855,470462.629209
2030,475594.67539,473341.777218
2031,480651.86295,478140.357234
2032,495406.238168,492610.264154
2033,500560.24135,497505.659791
2034,506229.64485,502890.594993
2035,509837.447077,506317.371939
2036,515506.850577,511702.30714
