year,Base case cost,Modeled solar power (pv)
2016,181951.35152,185010.50517
2017,207488.383312,210169.180832
2018,226109.13566,228495.584054
2019,250050.102966,252089.10348
2020,260825.218434,262663.164991
2021,268793.402296,270469.14554
2022,274105.524871,275651.268997
2023,278355.222931,279785.344037
2024,281542.496476,282871.034807
2025,285260.982279,286484.849874
2026,290041.892596,291152.525592
2027,293312.869691,294323.955807
2028,296495.287807,297414.727775
2029,300738.511962,301557.75526
2030,303390.527059,304128.127252
2031,307164.393075,307806.449158
2032,311930.737106,312474.271101
2033,316697.081136,317144.443381
2034,321463.425167,321816.916466
2035,324640.987854,324918.362144
