year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,49506.52,550991.28,452147.43,24828.93,347260.59,332050.72
2018,52647.18,586370.9,471390.14,25845.62,360945.36,345136.1
2019,56688.32,631858.98,503550.12,27147.38,378540.06,366660.94
2020,58546.06,653086.75,515268.4,27781.25,386750.92,374614.13
2021,59857.9,668249.44,523638.61,28247.85,392615.82,380294.99
2022,60719.52,678357.9,537016.29,28570.84,396525.76,389006.35
2023,61400.65,686444.67,541546.17,28836.65,399653.71,392074.98
2024,61898.06,692509.75,544943.58,29048.5,401999.67,394376.46
2025,62480.9,699585.67,556877.44,29292.96,404736.62,402087.6
2026,63233.66,708683.29,562047.55,29603.63,408255.56,405583.51
2027,63804.58,715759.21,574170.51,29858.53,410992.51,413406.33
2028,64280.8,721824.29,577666.58,30088.98,413338.47,415766.07
2029,64934.86,729911.06,590544.88,30378.0,416466.42,424084.15
2030,65312.78,734965.29,593499.38,30586.99,418421.39,426074.87
2031,65959.03,743052.06,606550.33,30882.43,421549.34,434494.91
2032,,,611942.43,,,438121.92
2033,,,625806.27,,,447071.2
2034,,,631272.37,,,450741.91
2035,,,643511.51,,,458584.15
2036,,,649051.6,,,462298.55
