year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,53202.15,9082.44,101084.62,54979.18
2018,53202.15,9075.86,101084.62,54979.18
2019,53202.15,9068.98,101084.62,55801.36
2020,53121.23,9061.75,101084.62,55801.36
2021,53121.23,9054.57,101084.62,55801.36
2022,53121.23,9048.04,101084.62,56623.54
2023,53121.23,9041.75,101084.62,56623.54
2024,53121.23,9035.17,101084.62,56623.54
2025,53121.23,9028.0,101084.62,57445.72
2026,53121.23,9019.47,101084.62,57445.72
2027,53040.3,9010.94,101084.62,58267.9
2028,53040.3,9001.91,101084.62,58267.9
2029,53040.3,8992.76,101084.62,59090.08
2030,53040.3,8982.9,101084.62,59090.08
2031,52959.38,8973.05,101084.62,59912.26
2032,52959.38,,,59912.26
2033,52959.38,,,60734.45
2034,52959.38,,,60734.45
2035,52959.38,,,61556.63
2036,52878.45,,,61556.63
