year,Base case diesel consumed,Modeled diesel efficiency
2019,53202.1495672,48365.5905156
2020,53121.2257503,48292.0234093
2021,53121.2257503,48292.0234093
2022,53121.2257503,48292.0234093
2023,53121.2257503,48292.0234093
2024,53121.2257503,48292.0234093
2025,53121.2257503,48292.0234093
2026,53121.2257503,48292.0234093
2027,53040.3019333,48218.456303
2028,53040.3019333,48218.456303
2029,53040.3019333,48218.456303
2030,53040.3019333,48218.456303
2031,52959.3781164,48144.8891968
2032,52959.3781164,48144.8891968
2033,52959.3781164,48144.8891968
2034,52959.3781164,48144.8891968
2035,52959.3781164,48144.8891968
2036,52878.4542995,48071.3220905
2037,52878.4542995,48071.3220905
2038,52878.4542995,48071.3220905
