year,Base case cost,Modeled diesel efficiency
2019,126273.922106,282982.340968
2020,134273.386008,290254.580878
2021,140249.378762,295687.301564
2022,145195.110366,300183.421204
2023,148605.011832,303283.331628
2024,151297.794167,305731.315569
2025,154374.235237,308528.080178
2026,158718.78197,312477.668117
2027,162212.347335,315653.63663
2028,165503.924144,318645.979184
2029,169042.907053,321863.236374
2030,171845.647655,324411.182376
2031,176353.936589,328509.626862
2032,180339.923757,332133.251559
2033,184923.5102,336300.148326
2034,189936.172922,340857.114437
2035,192847.676592,343503.935955
2036,197934.441625,348128.267804
2037,200886.582046,350812.031822
2038,205421.165348,354934.380279
