year,Base case cost,Modeled biomass for heat (cordwood)
2017,177242.776613,199317.532393
2018,188723.736613,207806.76344
2019,204868.836613,219744.7446
2020,212403.216613,225315.802475
2021,217426.136613,229029.841058
2022,221372.716613,231948.01423
2023,224242.956613,234070.321992
2024,226395.636613,235662.052813
2025,228907.096613,237519.072105
2026,232136.116613,239906.668337
2027,235006.356613,242028.976099
2028,237159.036613,243620.70692
2029,240029.276613,245743.014682
2030,242181.956613,247334.745503
2031,245410.976613,249722.341735
2032,,
2033,,
2034,,
2035,,
2036,,
