year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,0.0,149469.72,289268.31,12436.24,124388.16,176063.61
2018,0.0,158607.31,311477.58,12981.0,129836.87,186692.99
2019,0.0,171334.66,340705.83,13739.77,137426.13,200693.21
2020,0.0,177208.82,358543.41,14089.97,140928.87,208974.79
2021,0.0,181451.27,373821.28,14342.89,143458.62,215949.13
2022,0.0,184388.35,379223.09,14517.99,145209.99,218585.48
2023,0.0,186672.74,391255.24,14654.18,146572.17,223929.05
2024,0.0,188304.46,402209.57,14751.46,147545.15,228730.48
2025,0.0,190262.51,413923.45,14868.19,148712.73,233881.67
2026,0.0,192873.25,419019.25,15023.84,150269.5,236330.02
2027,0.0,195157.64,431627.52,15160.03,151631.68,241879.07
2028,0.0,196789.35,443084.43,15257.3,152604.66,246859.76
2029,0.0,199400.09,448376.36,15412.95,154161.43,249378.06
2030,0.0,200705.46,459380.16,15490.77,154939.82,254118.28
2031,0.0,203316.2,473226.05,15646.42,156496.59,260187.61
2032,0.0,205926.94,487268.08,15802.06,158053.37,266326.89
2033,0.0,208537.68,492854.19,15957.71,159610.14,268950.12
2034,0.0,211474.76,507900.93,16132.81,161361.51,275526.6
2035,0.0,213106.47,520277.18,16230.09,162334.49,280835.19
2036,0.0,216043.55,526782.21,16405.19,164085.86,283865.02
2037,0.0,217675.26,539391.37,16502.46,165058.84,289256.68
2038,0.0,220612.34,555112.29,16677.57,166810.21,296073.63
2039,0.0,222570.39,568775.2,16794.3,167977.79,301919.98
2040,0.0,225833.82,585672.45,16988.86,169923.75,309235.34
