year,Base case cost,Modeled biomass for heat (cordwood)
2017,401912.925874,425761.29507
2018,432441.752334,453559.256985
2019,473574.218642,491033.615872
2020,496467.945102,512063.079953
2021,515170.331562,529334.221439
2022,523509.191562,536589.63065
2023,537007.878021,549182.401575
2024,548776.084481,560222.053021
2025,561624.380789,572263.864198
2026,569330.860789,579000.722312
2027,583405.697249,592197.757396
2028,595676.513709,603767.47408
2029,603579.153709,610720.3607
2030,615070.560169,621608.48863
2031,630709.446629,636310.103395
2032,646538.182936,651207.590313
2033,654734.982936,658479.022081
2034,671901.049396,674640.423626
2035,685091.315856,687171.793883
2036,694533.395856,695620.29493
