year,Base case cost,Modeled water and wastewater efficiency
2017,12436.2392166,5804.81442242
2018,12980.9966676,5934.29117294
2019,13739.7659743,6132.74220814
2020,14089.9671928,6202.45701263
2021,14342.890295,6242.25556211
2022,14517.9909042,6258.29277565
2023,14654.180267,6262.90181321
2024,14751.4583832,6256.06094253
2025,14868.1921227,6256.2820619
2026,15023.8371087,6269.72215266
2027,15160.0264714,6277.82785419
2028,15257.3045877,6274.40169486
2029,15412.9495737,6290.31290657
2030,15490.7720667,6282.29869202
2031,15646.4170526,6299.76229801
