year,annotation,Average Load
2003,,134.0
2004,,136.0
2005,,127.0
2006,,136.0
2007,,132.0
2008,,129.0
2009,,133.0
2010,,152.0
2011,,168.0
2012,,155.0
2013,,147.0
2014,start of forecast,156.0
2015,,157.0
2016,,157.0
2017,,157.0
2018,,157.0
2019,,157.0
2020,,157.0
2021,,157.0
2022,,157.0
2023,,158.0
2024,,158.0
2025,,158.0
2026,,158.0
2027,,158.0
2028,,158.0
2029,,158.0
2030,,158.0
2031,,158.0
2032,,159.0
2033,,159.0
2034,,159.0
2035,,159.0
2036,,159.0
2037,,159.0
2038,,159.0
2039,,159.0
2040,,160.0
