year,Base case cost,Modeled non-residential energy efficiency
2017,273857.887495,281138.332545
2018,288444.174534,293367.617404
2019,308760.788623,310789.545777
2020,318137.687434,318361.327043
2021,324909.892131,323603.599994
2022,329598.341536,326985.947208
2023,333244.913295,329448.033909
2024,335849.60741,330989.394113
2025,338975.240346,333019.786357
2026,343142.750929,336008.837437
2027,346789.322689,338545.89978
2028,349394.016803,340160.478395
2029,353561.527385,343202.515373
2030,355645.282676,344381.108181
2031,359812.793259,347456.431674
