year,Base case cost,Modeled non-residential energy efficiency
2017,388068.679644,382824.390392
2018,410096.930938,400970.948949
2019,439941.658497,425992.27617
2020,453442.844773,436721.888502
2021,463391.087293,444364.618592
2022,470496.974807,449542.388116
2023,475471.096067,452877.13289
2024,479734.628575,455613.327565
2025,484708.749835,458995.46029
2026,491104.048598,463645.507347
2027,496078.169858,467072.832739
2028,500341.702366,469899.438185
2029,506026.412377,473992.387693
2030,508868.767383,475616.032042
2031,515264.066145,480372.609073
