year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,,,,,,
2004,,,,,,,
2005,,0.0,0.0,0.0,0.0,0.0,922709.0
2006,,0.0,0.0,0.0,0.0,0.0,925818.0
2007,,0.0,0.0,0.0,0.0,0.0,963231.0
2008,,0.0,0.0,0.0,0.0,0.0,969426.0
2009,,0.0,0.0,0.0,0.0,0.0,998845.0
2010,,0.0,0.0,0.0,0.0,0.0,948511.0
2011,,0.0,0.0,0.0,0.0,0.0,1004009.0
2012,,0.0,0.0,0.0,0.0,0.0,987821.0
2013,,0.0,0.0,9374.0,0.0,0.0,830515.0
2014,start of forecast,0.0,0.0,173098.0,0.0,0.0,867902.0
2015,,0.0,0.0,173098.0,0.0,0.0,878902.0
2016,,0.0,0.0,173098.0,0.0,0.0,890902.0
2017,,0.0,0.0,173098.0,0.0,0.0,904902.0
2018,,0.0,0.0,173098.0,0.0,0.0,917902.0
2019,,0.0,0.0,173098.0,0.0,0.0,930902.0
2020,,0.0,0.0,173098.0,0.0,0.0,946902.0
2021,,0.0,0.0,173098.0,0.0,0.0,959902.0
2022,,0.0,0.0,173098.0,0.0,0.0,971902.0
2023,,0.0,0.0,173098.0,0.0,0.0,983902.0
2024,,0.0,0.0,173098.0,0.0,0.0,995902.0
2025,,0.0,0.0,173098.0,0.0,0.0,1008902.0
2026,,0.0,0.0,173098.0,0.0,0.0,1021902.0
2027,,0.0,0.0,173098.0,0.0,0.0,1038902.0
2028,,0.0,0.0,173098.0,0.0,0.0,1053902.0
2029,,0.0,0.0,173098.0,0.0,0.0,1072902.0
2030,,0.0,0.0,173098.0,0.0,0.0,1086902.0
2031,,0.0,0.0,173098.0,0.0,0.0,1101902.0
2032,,0.0,0.0,173098.0,0.0,0.0,1115902.0
2033,,0.0,0.0,173098.0,0.0,0.0,1130902.0
2034,,0.0,0.0,173098.0,0.0,0.0,1147902.0
2035,,0.0,0.0,173098.0,0.0,0.0,1161902.0
2036,,0.0,0.0,173098.0,0.0,0.0,1176902.0
2037,,0.0,0.0,173098.0,0.0,0.0,1191902.0
2038,,0.0,0.0,173098.0,0.0,0.0,1204902.0
2039,,0.0,0.0,173098.0,0.0,0.0,1219902.0
2040,,0.0,0.0,173098.0,0.0,0.0,1240902.0
