year,Base case cost,Modeled water and wastewater efficiency
2017,81601.6524459,39734.9048971
2018,87352.0142324,39868.5244781
2019,95026.5437645,40268.2825408
2020,99034.4277206,40250.9486105
2021,102075.446446,40108.004994
2022,104399.552093,39882.919105
2023,106242.090251,39614.8505687
2024,107928.586337,39342.6832715
2025,109838.08994,39119.5565506
2026,112157.343033,38970.9588651
2027,114340.053429,38846.8280932
2028,116203.498325,38673.438026
2029,118708.893531,38635.8140778
2030,120254.547298,38449.5111457
2031,122733.863255,38403.519307
