year,Base case cost,Modeled residential energy efficiency
2017,751530.440509,723958.888283
2018,810439.298985,773749.615649
2019,876680.545404,828473.129875
2020,912528.076541,857979.138107
2021,952180.165503,892453.362356
2022,976590.648201,912625.627303
2023,996991.974487,929504.398697
2024,1016152.7956,945411.516516
2025,1047605.79621,973432.880061
2026,1071729.53041,993723.136969
2027,1103984.89775,1022633.57323
2028,1124129.75353,1039698.1865
2029,1158670.21668,1070753.55421
2030,1176122.11619,1085651.66977
2031,1213008.23113,1118908.69427
2032,1239009.2007,1141318.62201
2033,1276849.07232,1175604.60865
2034,1303531.29666,1198769.23401
2035,1337195.48292,1229619.81777
2036,1364513.54504,1253490.32145
