year,Base case diesel consumed,Modeled diesel efficiency
2019,89605.7205608,81459.7459644
2020,91145.8299525,82859.8454113
2021,92397.1688332,83997.426212
2022,93552.250877,85047.5007972
2023,94707.3329207,86097.5753825
2024,95862.4149645,87147.6499677
2025,97113.7538452,88285.2307684
2026,98365.092726,89422.8115691
2027,100001.458955,90910.4172315
2028,101445.311509,92223.010463
2029,103274.191412,93885.6285563
2030,104621.78713,95110.7155724
2031,106065.639684,96423.3088039
2032,107413.235402,97648.39582
2033,108857.087957,98960.9890516
2034,110493.454185,100448.594714
2035,111841.049903,101673.68173
2036,113284.902458,102986.274962
2037,114728.755013,104298.868193
2038,115980.093893,105436.448994
