year,Base case diesel consumed,Modeled non-residential ashp
2017,38325.4028856,21842.4147135
2018,39297.784227,22814.7960549
2019,39297.784227,22814.7960549
2020,39297.784227,22814.7960549
2021,40270.1655685,23787.1773963
2022,40270.1655685,23787.1773963
2023,41242.5469099,24759.5587378
2024,41242.5469099,24759.5587378
2025,41242.5469099,24759.5587378
2026,42214.9282513,25731.9400792
2027,43187.3095928,26704.3214207
2028,43187.3095928,26704.3214207
2029,43187.3095928,26704.3214207
2030,44159.6909342,27676.7027621
2031,44159.6909342,27676.7027621
