year,Base case cost,Modeled non-residential energy efficiency
2017,266032.35409,328739.946292
2018,281898.833731,343960.375078
2019,303782.245465,364939.315615
2020,314288.429517,375032.02712
2021,321069.201676,381502.694869
2022,326322.293702,386549.050621
2023,330262.112722,390333.817436
2024,332995.862298,392938.356841
2025,336828.477754,396641.762126
2026,340982.703901,400589.251999
2027,344815.319356,404292.657284
2028,348098.501872,407446.629629
2029,352145.524455,411312.757973
2030,354772.070468,413835.935849
2031,358819.093051,417702.064192
