year,annotation,diesel generation efficiency
2002,,12.72
2003,,12.98
2004,,13.71
2005,,13.69
2006,,13.46
2007,,13.79
2008,,13.78
2009,,13.67
2010,,13.9
2011,,14.4
2012,,13.13
2013,,13.32
2014,start of forecast,13.62
2015,,13.62
2016,,13.62
2017,,13.62
2018,,13.62
2019,,13.62
2020,,13.62
2021,,13.62
2022,,13.62
2023,,13.62
2024,,13.62
2025,,13.62
2026,,13.62
2027,,13.62
2028,,13.62
2029,,13.62
2030,,13.62
2031,,13.62
2032,,13.62
2033,,13.62
2034,,13.62
2035,,13.62
2036,,13.62
2037,,13.62
2038,,13.62
2039,,13.62
2040,,13.62
