year,Base case cost,Modeled residential energy efficiency
2017,812754.432701,794145.97281
2018,870082.931345,839023.48254
2019,943805.822578,897161.095198
2020,979874.234614,924158.077165
2021,1018240.15186,955318.197142
2022,1052190.40848,983211.627552
2023,1072838.65705,998592.812359
2024,1102356.42198,1023274.10951
2025,1132210.80837,1048363.49889
2026,1166074.9365,1076817.60567
2027,1187817.20484,1093575.42243
2028,1218698.28671,1119896.02503
2029,1251836.70555,1148181.55684
2030,1281470.31486,1173740.57787
2031,1317337.34071,1204522.77647
2032,1353675.63663,1235836.78319
2033,1379156.37639,1256352.35298
2034,1416319.3949,1288607.9351
2035,1438211.16977,1306363.47401
2036,1478254.27496,1341253.17233
