year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,164525.656456,121748.985778
2018,164525.656456,121748.985778
2019,164525.656456,121748.985778
2020,164525.656456,121748.985778
2021,164525.656456,121748.985778
2022,164525.656456,121748.985778
2023,164525.656456,121748.985778
2024,164525.656456,121748.985778
2025,164525.656456,121748.985778
2026,164525.656456,121748.985778
2027,164525.656456,121748.985778
2028,164525.656456,121748.985778
2029,164525.656456,121748.985778
2030,164525.656456,121748.985778
2031,164525.656456,121748.985778
