year,Base case cost,Modeled water and wastewater efficiency
2017,79961.4329429,53621.5703147
2018,83921.3987957,55210.2111076
2019,89276.1384355,57470.9720272
2020,91880.4083474,58431.4718918
2021,93720.5973209,59035.669027
2022,95104.1458647,59429.7675633
2023,96182.7616639,59685.6022902
2024,97113.3987528,59878.0941217
2025,98048.2079166,60079.3049246
2026,99298.0790972,60437.3688268
2027,100394.743449,60728.5577102
2028,101338.452421,60952.8955739
2029,102463.253011,61272.1843938
2030,103274.903033,61447.4304226
2031,104551.033003,61849.3466086
