year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,42823.63,746874.28,525307.36,37137.8,393237.08,287447.07
2018,45221.6,788005.69,565489.89,38699.8,408756.32,304593.04
2019,48474.96,843944.41,617383.74,40801.18,429862.49,326422.08
2020,50031.35,870268.52,642788.75,41849.06,439794.81,337085.49
2021,51116.46,888366.34,669581.67,42604.14,446623.27,348658.48
2022,51919.34,901528.39,693245.34,43184.81,451589.43,358945.07
2023,52533.9,911399.93,707701.78,43648.86,455314.05,365136.88
2024,53055.69,919626.21,728223.78,44057.71,458417.9,374132.65
2025,53578.87,927852.5,748994.28,44469.33,461521.75,383216.53
2026,54293.88,939369.29,772637.91,45004.2,465867.13,393437.03
2027,54914.53,949240.83,787902.01,45480.21,469591.75,399915.2
2028,55440.87,957467.12,809430.47,45897.58,472695.6,409267.81
2029,56070.36,967338.66,832581.88,46392.9,476420.22,419254.83
2030,56508.81,973919.68,853232.94,46766.09,478903.3,428237.38
2031,57232.68,985436.48,878355.2,47318.36,483248.68,438982.14
2032,57951.94,996953.27,903825.38,47859.39,487594.07,449850.25
2033,58670.29,1008470.07,921805.88,48397.71,491939.46,457350.5
2034,59389.51,1019986.87,947884.91,48937.47,496284.85,468434.48
2035,59919.27,1028213.15,963302.93,49359.15,499388.7,474908.24
2036,60739.83,1041375.2,991464.65,49971.59,504354.85,486789.63
2037,61179.4,1047956.23,1013830.43,50343.95,506837.93,496380.14
2038,62002.63,1061118.28,1042687.98,50961.24,511804.09,508508.23
2039,62630.7,1070989.82,1060437.2,51447.78,515528.71,515867.5
2040,63449.22,1084151.87,1089940.88,52053.27,520494.87,528224.68
