year,Base case cost,Modeled non-residential energy efficiency
2017,1140111.35376,1225502.67953
2018,1196762.01038,1273720.68545
2019,1273806.90338,1340983.39653
2020,1310063.32361,1370463.4912
2021,1334989.61252,1389518.75025
2022,1353117.82264,1402356.12216
2023,1366713.98023,1411077.98329
2024,1378044.11155,1417786.76268
2025,1389374.24287,1424584.94095
2026,1405236.42672,1435679.67509
2027,1418832.58431,1444755.04046
2028,1430162.71563,1451809.03888
2029,1443758.87322,1461048.97121
2030,1452822.97828,1466159.05342
2031,1468685.16213,1477660.55519
