year,Base case diesel consumed,Modeled non-residential ashp
2017,86673.6824286,60671.5777
2018,86673.6824286,60671.5777
2019,86673.6824286,60671.5777
2020,86673.6824286,60671.5777
2021,86673.6824286,60671.5777
2022,86673.6824286,60671.5777
2023,86673.6824286,60671.5777
2024,86673.6824286,60671.5777
2025,86673.6824286,60671.5777
2026,86673.6824286,60671.5777
2027,86673.6824286,60671.5777
2028,86673.6824286,60671.5777
2029,86673.6824286,60671.5777
2030,86673.6824286,60671.5777
2031,86673.6824286,60671.5777
