year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,13833.83,229799.95,97671.22,13043.73,122804.43,46525.65
2018,15448.26,256668.79,106085.82,13171.99,124037.57,46992.84
2019,17688.53,293938.47,117757.69,13351.36,125748.06,47640.87
2020,18780.95,312139.94,123457.9,13437.89,126583.41,47957.35
2021,19508.17,324274.26,127258.04,13494.93,127140.31,48168.34
2022,20079.2,333808.37,130243.87,13539.6,127577.88,48334.12
2023,20493.82,340742.26,127969.74,13571.67,127896.11,46986.36
2024,20804.37,345942.68,129543.7,13595.48,128134.78,47074.04
2025,21219.12,352876.58,131642.3,13627.74,128453.01,47190.95
2026,21685.97,360677.21,134003.23,13664.27,128811.02,47322.48
2027,22100.59,367611.1,136101.84,13696.55,129129.25,47439.39
2028,22410.91,372811.52,137675.79,13720.38,129367.92,47527.07
2029,22879.28,380612.15,140036.72,13758.01,129725.93,47658.6
2030,23139.42,384945.84,141348.35,13778.88,129924.82,47731.66
2031,23659.38,393613.21,143971.61,13820.43,130322.61,47877.8
2032,,,146332.54,,,48009.33
2033,,,148955.79,,,48155.47
2034,,,151579.05,,,48301.61
2035,,,153415.33,,,48403.9
2036,,,156038.58,,,48550.04
